ActualToolName,AggregateIndexX,AggregateIndexY,AggregateToolDrillQtyX,AggregateToolDrillQtyY,AggregateToolSpacingX,AggregateToolSpacingY,AllowAggregateToolOverlap,BinaryToolValue,Diameter,DiameterOffset,DrillBitType,EntrySpeed,Face,FeedSpeed,HDrillBitType,HeightOffset,IsAggregateTool,IsAssociative,LinkID,LinkIDCategory,LinkIDParentDrill,LinkIDPart,LinkIDWorkOrder,MachineUse,MacroString,MaximumAggregateRedrills,MaxX,MaxY,MinX,MinY,Modified,Name,PeckingNumber,Rotation,RotationSpeed,Sequence,ToolNumber,ToolPriorityNumber,ToolType,UseRouter,VDrillActualToolDiameter,X,XOffset,Y,YOffset,Z,ID,
,0,0,0,0,0,0,False,0,0.31496,0,0,0,5,0,0,0,False,True,238VOQBLX4G10,,NULL,238VOQ8SZ61F1,238VOPSEPRUE,0,NULL,0,0,0,0,0,False,,0,0,0,0,,0,1,False,0,0.37500000000000011,0,1.4567000000000014,0,0.5512,3149f2f8-c4f4-43be-8659-06af22d847c3
,0,0,0,0,0,0,False,0,0.31496,0,0,0,5,0,0,0,False,True,238VOQBLX4J10,,NULL,238VOQ8SZ61F1,238VOPSEPRUE,0,NULL,0,0,0,0,0,False,,0,0,0,0,,0,1,False,0,0.37500000000000011,0,1.4567000000000014,0,0.5512,c15290a3-b225-44a2-88e6-06af22d847c3
,0,0,0,0,0,0,False,0,0.27559,0,0,0,5,0,0,0,False,True,238VOQBOXDY10,,NULL,238VOQ8SZ61F1,238VOPSEPRUE,0,NULL,0,0,0,0,0,False,,0,0,0,0,,0,1,False,0,0.37500000000000022,0,2.5197000000000003,0,0.775,2c5e309b-0b77-4831-84ec-06af22d8d2c4
,0,0,0,0,0,0,False,0,0.27559,0,0,0,5,0,0,0,False,True,238VOQBOXE110,,NULL,238VOQ8SZ61F1,238VOPSEPRUE,0,NULL,0,0,0,0,0,False,,0,0,0,0,,0,1,False,0,0.37500000000000144,0,22.6773,0,0.775,16c4f735-4c03-42dc-a32b-06af22d8d2c4
,0,0,0,0,0,0,False,0,0.27559,0,0,0,5,0,0,0,False,True,238VOQBOXE410,,NULL,238VOQ8SZ61F1,238VOPSEPRUE,0,NULL,0,0,0,0,0,False,,0,0,0,0,,0,1,False,0,0.3750000000000005,0,7.5591000000000008,0,0.775,46fe851a-6e66-4150-94eb-06af22d8d2c4
,0,0,0,0,0,0,False,0,0.27559,0,0,0,5,0,0,0,False,True,238VOQBOXE710,,NULL,238VOQ8SZ61F1,238VOPSEPRUE,0,NULL,0,0,0,0,0,False,,0,0,0,0,,0,1,False,0,0.37500000000000083,0,12.598499999999998,0,0.775,dae6d419-8fc7-4847-aa7d-06af22d8d2c4
,0,0,0,0,0,0,False,0,0.27559,0,0,0,5,0,0,0,False,True,238VOQBOXEA10,,NULL,238VOQ8SZ61F1,238VOPSEPRUE,0,NULL,0,0,0,0,0,False,,0,0,0,0,,0,1,False,0,0.37500000000000111,0,17.6379,0,0.775,5f942555-f617-47f2-a24c-06af22d8d2c4
,0,0,0,0,0,0,False,0,0.31496,0,0,0,5,0,0,0,False,True,238VOQBOXGY10,,NULL,238VOQ8SZ61F1,238VOPSEPRUE,0,NULL,0,0,0,0,0,False,,0,0,0,0,,0,1,False,0,30.125,0,1.4567000000000014,0,0.5512,b7a5a05a-43a1-466f-a7e0-06af22d8d744
,0,0,0,0,0,0,False,0,0.31496,0,0,0,5,0,0,0,False,True,238VOQBOXH110,,NULL,238VOQ8SZ61F1,238VOPSEPRUE,0,NULL,0,0,0,0,0,False,,0,0,0,0,,0,1,False,0,30.125,0,3.5826700787401613,0,0.5512,cd4ce216-ce9b-4a08-a3bc-06af22d8d7c3
,0,0,0,0,0,0,False,0,0.27559,0,0,0,5,0,0,0,False,True,238VOQBOXHY10,,NULL,238VOQ8SZ61F1,238VOPSEPRUE,0,NULL,0,0,0,0,0,False,,0,0,0,0,,0,1,False,0,30.125,0,2.5196700787401589,0,0.775,6c22e08d-3ae1-42c1-a969-06af22d8d8c5
