ActivityPath,ActivityPathShort,Angle,BayPosition,Comments,Comments1,Comments2,Comments3,ContainsSubassemblies,Depth,DrawIndex,Height,IsBuyOut,JPegName,JPegStream,LinkID,LinkIDCategory,LinkIDLibrary,LinkIDParentProduct,LinkIDParentSubassembly,LinkIDProject,LinkIDWorkOrder,Modified,ModifiedRowID,Name,PerfectGrainCaption,Quantity,ScanCode,TiffName,TiffStream,Type,Width,WMFName,WMFStream,WorkBook,X,Y,Z,ID,
,,0,0,,,,,False,23.11,0,28.97,False,,NULL,238VOQA07MXF,,1789K4YE0R87,238IN5IF9KNF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Adjustable and Fixed Shelves,,1,,,NULL,5,16.47,,NULL,NULL,0.765,-24,4.765,2e820a81-254f-443b-9745-06af22ccefb5
,,0,0,,,,,False,20.25,0,4,False,,NULL,238VOQA2BG7F,,1789K4YE0R87,238IN5IF9KNF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Base Assembly,,1,,,NULL,5,16.47,,NULL,NULL,0.765,0,0,6a45ccac-4566-4d57-84d7-06af22cd44f6
,,0,0,,,,,False,0.75,0,30.25,False,,NULL,238VOQA4EW4F,,1789K4YE0R87,238IN5IF9KNF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Door Single,,1,,,NULL,5,17.875,,NULL,NULL,0.0625,-24.125,4,db0478e9-8080-40cd-8735-06af22cd8d76
,,0,0,,,,,False,23.11,0,28.97,False,,NULL,238VOQA5IR9F,,1789K4YE0R87,238IN5IF9KNF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Hardware Items,,1,,,NULL,5,16.47,,NULL,NULL,0.765,-24,4.765,a1db0407-b99a-4a37-8c1f-06af22ce0675
,,0,0,,,,,True,5,0,84,False,,NULL,238VOQA8PNMF,,1789K4YE0R87,238VMGYOSFAF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,25.5,,NULL,NULL,0,0,0,8b3dbd9e-e5c4-43f7-8358-06af22ce6627
,,270,0,Left RPE / Wainscot,Left RPE / Wainscot,,,False,0.75,0,84,False,,NULL,238VOQA9T93F,,1789K4YE0R87,238VMGYOSFAF,238VOQA8PNMF,187JIQKMR2Y8,238VOPSEPRUE,False,0,RPE Wainscot,,1,,,NULL,5,25.5,,NULL,NULL,0.75,0,0,c5489702-11d3-42d6-bcf1-06af22cebcd7
,,0,0,,,,,False,1.5,0,96,False,,NULL,238VOQAC0UHF,,1789K4YE0R87,231CK73HD4GF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,d418d1fb-64fc-4906-b238-06af22cf39d6
,,0,0,,,,,False,1.5,0,120,False,,NULL,238VOQAE7Y2F,,1789K4YE0R87,231CK6Y56O2F,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,2022a968-00f6-4a5b-ba94-06af22cfbde3
,,0,0,,,,,False,1.5,0,96,False,,NULL,238VOQAHF0SF,,1789K4YE0R87,231CK6YS31EF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,6d8b7071-41fb-47c9-b979-06af22d04977
,,0,0,,,,,False,1.5,0,120,False,,NULL,238VOQAJM47F,,1789K4YE0R87,231CK6XHAASF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,d4a0300c-0303-4821-9ace-06af22d0b7a4
,,0,0,,,,,False,1.5,0,96,False,,NULL,238VOQAMT6XF,,1789K4YE0R87,231CK6VZHJGF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,97b65e5a-8f52-4bd0-a7c6-06af22d14490
,,0,0,,,,,False,6,0,96,False,,NULL,238VOQAO0SJF,,1789K4YE0R87,231CK6WQDWRF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,7b547e6f-fd7a-4177-b9c2-06af22d1b141
,,0,0,,,,,False,1.5,0,96,False,,NULL,238VOQAR7W4F,,1789K4YE0R87,231CK6ZGYW9F,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,df7e9946-a399-4139-be35-06af22d21d8b
,,0,0,,,,,False,1.5,0,120,False,,NULL,238VOQATEZJF,,1789K4YE0R87,231CK726KDQF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,5297a5fd-610a-43eb-a361-06af22d28937
,,0,0,,,,,False,1.5,0,120,False,,NULL,238VOQAWM29F,,1789K4YE0R87,231CK72TGR2F,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,19d7902a-ca0f-4fca-9617-06af22d31855
,,0,0,,,,,False,1.5,0,120,False,,NULL,238VOQAZT4ZF,,1789K4YE0R87,231CK71IO04F,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,d05f25db-a8c3-495c-b222-06af22d3a99b
,,0,0,,,,,False,1.5,0,96,False,,NULL,238VOQB10PWF,,1789K4YE0R87,231CK704V9DF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,100b4441-0a90-4a6a-89d1-06af22d43b44
,,0,0,,,,,False,1.5,0,120,False,,NULL,238VOQB47TBF,,1789K4YE0R87,231CK70RRMKF,,187JIQKMR2Y8,238VOPSEPRUE,False,0,Lock Miter Item,,1,,,NULL,5,3,,NULL,NULL,0,0,0,68cac529-0b26-4dc5-8eff-06af22d4bf0f
