DATE,NAME,QTY,WIDTH,HEIGHT,SQFT,,,,,
03/09/22,Cope & Stick Door,1,15.625,17.75,1.9,,,,,
03/09/22,Cope & Stick Door,1,20.875,35.75,5.2,,,,,
03/09/22,Cope & Stick Door,1,20.875,35.75,5.2,,,,,
03/09/22,Solid Slab Drawer Front,1,20.875,6.25,0.9,,,,,
03/09/22,Solid Slab Drawer Front,1,20.875,6.25,0.9,,,,,
03/09/22,Solid Slab Drawer Front,1,20.875,6.25,0.9,,,,,
03/09/22,Solid Slab Drawer Front,1,17.875,6.25,0.8,,,,,
03/09/22,Solid Slab Drawer Front,1,20.875,11.875,1.7,,,,,
03/09/22,Solid Slab Drawer Front,1,20.875,11.875,1.7,,,,,
03/09/22,Cope & Stick Door,1,11.4375,30.25,2.4,,,,,
03/09/22,Cope & Stick Door,1,11.4375,30.25,2.4,,,,,
03/09/22,Cope & Stick Door,1,11.4375,30.25,2.4,,,,,
03/09/22,Cope & Stick Door,1,11.4375,30.25,2.4,,,,,
03/09/22,Solid Slab Drawer Front,1,17.875,6.25,0.8,,,,,
03/09/22,Solid Slab Drawer Front,1,17.875,6.25,0.8,,,,,
03/09/22,Solid Slab Drawer Front,1,17.875,11.875,1.5,,,,,
03/09/22,Solid Slab Drawer Front,1,17.875,11.875,1.5,,,,,
03/09/22,Solid Slab Drawer Front,1,17.875,11.875,1.5,,,,,
03/09/22,Solid Slab Drawer Front,1,17.875,11.875,1.5,,,,,
03/09/22,Cope & Stick Door,1,17.875,18.125,2.2,,,,,
03/09/22,Cope & Stick Door,1,17.875,18.125,2.2,,,,,
03/09/22,Cope & Stick Door,1,10.75,30.25,2.3,,,,,
03/09/22,Cope & Stick Door,1,10.8125,30.25,2.3,,,,,
03/09/22,Cope & Stick Door,1,13.625,23.875,2.3,,,,,
03/09/22,Cope & Stick Door,1,13.625,23.875,2.3,,,,,
03/09/22,Cope & Stick Door,1,16.125,23.875,2.7,,,,,
03/09/22,Cope & Stick Door,1,16.125,23.875,2.7,,,,,
03/09/22,Cope & Stick Door,1,20.8125,23.875,3.5,,,,,
03/09/22,Cope & Stick Door,1,17.0625,27,3.2,,,,,
03/09/22,Cope & Stick Door,1,17.0625,27,3.2,,,,,
03/09/22,Cope & Stick Door,1,17.0625,25,3.0,,,,,
03/09/22,Cope & Stick Door,1,17.0625,25,3.0,,,,,
03/09/22,Cope & Stick Door,1,23.75,30.25,5.0,,,,,
03/09/22,Cope & Stick Drawer Front,1,11.625,11.875,1.0,,,,,
03/09/22,Cope & Stick Drawer Front,1,11.625,11.875,1.0,,,,,
03/09/22,Cope & Stick End Panel,1,24.875,34.5,6.0,,,,,
03/09/22,Solid Slab Drawer Front,1,11.625,6.25,0.5,,,,,
03/09/22,Solid Slab Drawer Front,1,35.8125,12,3.0,,,,,
03/09/22,Solid Slab Drawer Front,1,27.3125,6.25,1.2,,,,,
03/09/22,Solid Slab Drawer Front,1,26.8125,6.25,1.2,,,,,
03/09/22,Solid Slab Drawer Front,1,26.8125,11.875,2.2,,,,,
03/09/22,Solid Slab Drawer Front,1,26.8125,11.875,2.2,,,,,
03/09/22,Solid Slab Drawer Front,1,26.8125,6.25,1.2,,,,,
03/09/22,Solid Slab Drawer Front,1,26.8125,11.875,2.2,,,,,
03/09/22,Solid Slab Drawer Front,1,26.8125,11.875,2.2,,,,,
03/09/22,Solid Slab Drawer Front,1,32.375,6.25,1.4,,,,,
03/09/22,Solid Slab Drawer Front,1,20.8125,6.25,0.9,,,,,
03/14/22,Cope & Stick Door,1,13.375,24,2.2,,,,,
03/14/22,Cope & Stick Door,1,13.375,24,2.2,,,,,
03/14/22,Cope & Stick Door,1,20.6875,11.875,1.7,,,,,
03/14/22,Cope & Stick Door,1,20.6875,11.875,1.7,,,,,
03/14/22,Cope & Stick Door,1,13.375,60,5.6,,,,,
03/14/22,Cope & Stick Door,1,13.375,60,5.6,,,,,
03/14/22,Cope & Stick Drawer Front,1,26.8125,6.25,1.2,,,,,
03/14/22,Solid Slab Drawer Front,1,96,6,4.0,,,,,
03/14/22,Solid Slab Drawer Front,1,96,5.875,3.9,,,,,
03/14/22,Cope & Stick Door,4,13.375,29.75,11.1,,,,,
03/14/22,Cope & Stick Drawer Front,2,14.875,14.8125,3.1,,,,,
03/14/22,Solid Slab Drawer Front,1,30,6,1.3,,,,,
03/14/22,Solid Slab Drawer Front,1,29.75,5.875,1.2,,,,,
03/14/22,Solid Slab Drawer Front,2,30.5,6,2.5,,,,,
03/14/22,Solid Slab Drawer Front,2,30.25,5.875,2.5,,,,,
03/14/22,Cope & Stick Door,1,16.375,23.875,2.7,,,,,
03/14/22,Cope & Stick Door,1,16.375,23.875,2.7,,,,,
03/14/22,Cope & Stick Door,1,20.875,30.25,4.4,,,,,
03/14/22,Cope & Stick Door,1,13.375,23.875,2.2,,,,,
03/14/22,Cope & Stick Door,1,13.375,23.875,2.2,,,,,
03/14/22,Cope & Stick Door,1,10.875,30.25,2.3,,,,,
03/14/22,Cope & Stick Door,1,10.875,30.25,2.3,,,,,
03/14/22,Cope & Stick Door,1,10.875,30.25,2.3,,,,,
03/14/22,Cope & Stick Door,1,10.875,30.25,2.3,,,,,
03/14/22,Cope & Stick Door,1,11.875,23.875,2.0,,,,,
03/14/22,Cope & Stick Door,1,11.875,23.875,2.0,,,,,
03/14/22,Cope & Stick Door,1,14.75,30.25,3.1,,,,,
03/14/22,Cope & Stick Door,1,23.875,30.25,5.0,,,,,
03/14/22,Cope & Stick Door,1,20.875,30.25,4.4,,,,,
03/14/22,Cope & Stick Door,1,14.8125,30.25,3.1,,,,,
03/14/22,Cope & Stick Door,1,16.375,23.875,2.7,,,,,
03/14/22,Cope & Stick Door,1,16.375,23.875,2.7,,,,,
03/14/22,Cope & Stick Drawer Front,1,32.875,6.25,1.4,,,,,
03/14/22,Cope & Stick Drawer Front,1,26.8125,6.25,1.2,,,,,
03/14/22,Cope & Stick Drawer Front,1,11.875,6.25,0.5,,,,,
03/14/22,Cope & Stick Drawer Front,1,11.875,6.25,0.5,,,,,
03/14/22,Cope & Stick Drawer Front,1,32.875,6.25,1.4,,,,,
03/14/22,Cope & Stick Door,1,14.875,28.375,2.9,,,,,
03/14/22,Cope & Stick Door,1,14.875,28.375,2.9,,,,,
03/14/22,Cope & Stick Door,1,17,42,5.0,,,,,
03/14/22,Cope & Stick Door,1,6.875,30.25,1.4,,,,,
03/14/22,Cope & Stick Drawer Front,1,29.875,11,2.3,,,,,
03/14/22,Solid Slab Drawer Front,1,96,6,4.0,,,,,
03/14/22,Solid Slab Drawer Front,1,30.5,6,1.3,,,,,
03/14/22,Solid Slab Drawer Front,1,96,5.875,3.9,,,,,
03/14/22,Solid Slab Drawer Front,1,30.25,5.875,1.2,,,,,
03/14/22,Cope & Stick Door,2,11.875,30.25,5.0,,,,,
03/14/22,Cope & Stick Door,1,19.375,42,5.7,,,,,
03/14/22,Cope & Stick Door,1,19.375,42,5.7,,,,,
03/14/22,Cope & Stick Door,1,16.375,42,4.8,,,,,
03/14/22,Cope & Stick Door,1,16.375,42,4.8,,,,,
03/14/22,Cope & Stick Door,1,19.5,23.875,3.2,,,,,
03/14/22,Cope & Stick Door,1,17.875,22.625,2.8,,,,,
03/14/22,Cope & Stick Door,1,17.875,22.625,2.8,,,,,
03/14/22,Cope & Stick Door,1,14.875,42,4.3,,,,,
03/14/22,Cope & Stick Door,1,14.875,42,4.3,,,,,
03/14/22,Cope & Stick Drawer Front,1,19.5,6.25,0.8,,,,,
03/14/22,Cope & Stick Drawer Front,1,29.875,6.25,1.3,,,,,
03/14/22,Cope & Stick Drawer Front,1,26.8125,6.25,1.2,,,,,
03/14/22,Cope & Stick Drawer Front,1,29.875,11.875,2.5,,,,,
03/14/22,Cope & Stick Drawer Front,1,29.875,11.875,2.5,,,,,
03/14/22,Cope & Stick Drawer Front,1,26.8125,11.875,2.2,,,,,
03/14/22,Cope & Stick Drawer Front,1,26.8125,11.875,2.2,,,,,
03/14/22,Solid Slab Drawer Front,1,42,6,1.8,,,,,
03/14/22,Solid Slab Drawer Front,1,42,5.875,1.7,,,,,
03/14/22,Cope & Stick Drawer Front,6,17.875,5.875,4.4,,,,,
03/14/22,Cope & Stick Drawer Front,6,35.875,11.8125,17.7,,,,,
03/14/22,Solid Slab Drawer Front,2,30,6,2.5,,,,,
03/14/22,Solid Slab Drawer Front,2,29.75,5.875,2.4,,,,,
03/14/22,Cope & Stick Door,2,17.875,19.875,4.9,,,,,
03/17/22,Cope & Stick Door,1,14,17.75,1.7,,,,,
03/17/22,Cope & Stick Drawer Front,1,29.875,4.75,1.0,,,,,
03/17/22,Cope & Stick Drawer Front,1,15.625,8.5,0.9,,,,,
03/17/22,Cope & Stick Drawer Front,1,15.625,8.5,0.9,,,,,
03/17/22,Cope & Stick Drawer Front,1,15.625,12.25,1.3,,,,,
03/17/22,Cope & Stick Drawer Front,1,15.625,8.5,0.9,,,,,
03/17/22,Cope & Stick Drawer Front,1,15.625,8.5,0.9,,,,,
03/17/22,Cope & Stick Drawer Front,1,15.625,12.25,1.3,,,,,
03/17/22,Cope & Stick Drawer Front,1,30.625,8.5,1.8,,,,,
03/17/22,Cope & Stick Drawer Front,1,30.625,8.5,1.8,,,,,
03/17/22,Cope & Stick Drawer Front,1,30.625,12.25,2.6,,,,,
03/17/22,Cope & Stick Drawer Front,1,30.625,8.5,1.8,,,,,
03/17/22,Cope & Stick Drawer Front,1,30.625,8.5,1.8,,,,,
03/17/22,Cope & Stick Drawer Front,1,30.625,12.25,2.6,,,,,
03/17/22,MDF Door Style Drawer Front,1,32.8125,14.125,3.2,,,,,
03/17/22,MDF Door Style Drawer Front,1,32.875,14.125,3.2,,,,,
03/17/22,MDF Door Style Drawer Front,1,32.875,14.125,3.2,,,,,
03/17/22,MDF Door End Panels,1,22.875,17.5,2.8,,,,,
03/17/22,MDF Door Style Drawer Front,1,17.875,11.875,1.5,,,,,
03/17/22,MDF Door Style Drawer Front,1,17.875,11.875,1.5,,,,,
03/17/22,MDF Door Style Drawer Front,1,17.875,11.875,1.5,,,,,
03/17/22,MDF Door Style Drawer Front,1,17.875,11.875,1.5,,,,,
03/17/22,MDF Door Style Drawer Front,1,23.8125,11.875,2.0,,,,,
03/17/22,MDF Door Style Drawer Front,1,23.8125,11.875,2.0,,,,,
03/17/22,MDF Door End Panels,1,25.875,35.5,6.4,,,,,
03/17/22,MDF Door End Panels,1,23.75,14.90625,2.5,,,,,
03/17/22,MDF Door End Panels,1,14.875,39.5,4.1,,,,,
03/18/22,Cope & Stick Door,1,24,16.5,2.8,,,,,
03/18/22,Cope & Stick Door,1,12.3125,21.875,1.9,,,,,
03/18/22,Cope & Stick Door,1,12.3125,21.875,1.9,,,,,
03/18/22,Cope & Stick Door,1,19.3125,40.375,5.4,,,,,
03/18/22,Cope & Stick Door,1,19.3125,40.375,5.4,,,,,
03/18/22,Cope & Stick Door,1,19.3125,46.375,6.2,,,,,
03/18/22,Cope & Stick Door,1,19.3125,46.375,6.2,,,,,
03/18/22,Cope & Stick Door,1,12.625,30.375,2.7,,,,,
03/18/22,Cope & Stick Door,1,20.375,20.375,2.9,,,,,
03/18/22,Cope & Stick Door,1,19.59375,46.375,6.3,,,,,
03/18/22,Cope & Stick Door,1,19.59375,46.375,6.3,,,,,
03/18/22,Cope & Stick Door,1,19.59375,46.375,6.3,,,,,
03/18/22,Cope & Stick Door,1,19.59375,46.375,6.3,,,,,
03/18/22,Cope & Stick Door,1,13.8125,24,2.3,,,,,
03/18/22,Cope & Stick Door,1,15.84375,24,2.6,,,,,
03/18/22,Cope & Stick Door,1,15.84375,24,2.6,,,,,
03/18/22,Cope & Stick Door,1,11.8125,20.375,1.7,,,,,
03/18/22,Cope & Stick Door,1,11.8125,20.375,1.7,,,,,
03/18/22,Cope & Stick Drawer Front,1,12.625,30.375,2.7,,,,,
03/18/22,Cope & Stick Door,1,16.8125,42.5,5.0,,,,,
03/18/22,Cope & Stick Door,1,16.875,42.5,5.0,,,,,
03/18/22,Cope & Stick Door,1,16.875,42.5,5.0,,,,,
03/18/22,Cope & Stick Door,1,16.875,42.5,5.0,,,,,
03/18/22,Cope & Stick Door,1,16.875,42.5,5.0,,,,,
03/18/22,Cope & Stick Door,1,16.8125,42.5,5.0,,,,,
03/18/22,Cope & Stick Door,1,23.75,30.375,5.0,,,,,
03/18/22,Cope & Stick Door,1,18.8125,14.875,1.9,,,,,
03/18/22,Cope & Stick Door,1,18.8125,14.875,1.9,,,,,
03/18/22,Cope & Stick Door,1,10.875,30.25,2.3,,,,,
03/18/22,Cope & Stick Door,1,10.875,30.25,2.3,,,,,
03/18/22,Cope & Stick Door,1,11.875,30.25,2.5,,,,,
03/18/22,Cope & Stick Door,1,23.75,42.5,7.0,,,,,
03/18/22,Cope & Stick Door,1,23.75,19.1875,3.2,,,,,
03/18/22,Cope & Stick Door,1,18.3125,42.5,5.4,,,,,
03/18/22,Cope & Stick Door,1,18.3125,42.5,5.4,,,,,
03/18/22,Cope & Stick Door,1,14,17.75,1.7,,,,,
03/18/22,Cope & Stick Drawer Front,1,23.8125,14.0625,2.3,,,,,
03/18/22,Cope & Stick Drawer Front,1,17.5,11.125,1.4,,,,,
03/18/22,Cope & Stick Drawer Front,1,22.375,11.875,1.8,,,,,
03/18/22,Cope & Stick Drawer Front,1,22.375,11.875,1.8,,,,,
03/18/22,Cope & Stick Drawer Front,1,30.4375,11.875,2.5,,,,,
03/18/22,Cope & Stick Drawer Front,1,30.4375,11.875,2.5,,,,,
03/18/22,Cope & Stick End Panel,1,37,9.25,2.4,,,,,
03/18/22,Cope & Stick End Panel,1,37,19,4.9,,,,,
03/18/22,Cope & Stick End Panel,1,18.375,50.125,6.4,,,,,
03/18/22,Cope & Stick End Panel,1,18.375,50.125,6.4,,,,,
03/18/22,Cope & Stick End Panel,1,14.9375,42.5,4.4,,,,,
03/18/22,Cope & Stick End Panel,1,25.9375,35.5,6.4,,,,,
03/18/22,Solid Slab Drawer Front,1,17.5,6.25,0.8,,,,,
03/18/22,Solid Slab Drawer Front,1,17.5,6.25,0.8,,,,,
03/18/22,Solid Slab Drawer Front,1,17.5,6.25,0.8,,,,,
03/18/22,Solid Slab Drawer Front,1,22.375,6.25,1.0,,,,,
03/18/22,Solid Slab Drawer Front,1,30.4375,6.25,1.3,,,,,
03/18/22,Solid Slab Drawer Front,1,42.5,6,1.8,,,,,
03/18/22,Solid Slab Drawer Front,1,42.5,5.875,1.7,,,,,
03/18/22,Solid Slab Drawer Front,1,42.5,5.875,1.7,,,,,
03/18/22,Cope & Stick Door,1,17.375,23.875,2.9,,,,,
03/18/22,Cope & Stick Door,1,17.625,19.1875,2.3,,,,,
03/18/22,Cope & Stick Door,1,17.625,19.1875,2.3,,,,,
03/18/22,Cope & Stick Door,1,16.75,30.125,3.5,,,,,
03/18/22,Cope & Stick Door,1,16.75,30.125,3.5,,,,,
03/18/22,Cope & Stick Door,1,16.75,30.125,3.5,,,,,
03/18/22,Cope & Stick Door,1,16.75,30.125,3.5,,,,,
03/18/22,Cope & Stick Door,1,14,17.75,1.7,,,,,
03/18/22,Cope & Stick Door,1,23.75,30.125,5.0,,,,,
03/18/22,Cope & Stick End Panel,1,56.75,35.5,14.0,,,,,
03/18/22,Cope & Stick End Panel,1,6.625,35.5,1.6,,,,,
03/18/22,Cope & Stick End Panel,1,6.625,35.5,1.6,,,,,
03/18/22,Cope & Stick End Panel,1,56.75,35.5,14.0,,,,,
03/18/22,Solid Slab Drawer Front,1,17.375,6.25,0.8,,,,,
03/18/22,Solid Slab Drawer Front,1,35.375,10.9375,2.7,,,,,
03/18/22,Solid Slab Drawer Front,1,30.5,6,1.3,,,,,
03/18/22,Solid Slab Drawer Front,1,30.125,5.875,1.2,,,,,
03/18/22,Cope & Stick Door,1,20.875,37.125,5.4,,,,,
03/18/22,Cope & Stick Door,1,20.875,37.125,5.4,,,,,
03/18/22,Cope & Stick Door,1,20.875,37.125,5.4,,,,,
03/18/22,Cope & Stick Door,1,20.875,37.125,5.4,,,,,
03/18/22,Cope & Stick Door,1,16.875,37.125,4.4,,,,,
03/18/22,Cope & Stick Door,1,16.875,37.125,4.4,,,,,
03/18/22,Cope & Stick Door,1,16.875,37.125,4.4,,,,,
03/18/22,Cope & Stick Door,1,16.875,37.125,4.4,,,,,
03/18/22,Solid Slab Drawer Front,1,95.5,6,4.0,,,,,
03/18/22,Solid Slab Drawer Front,1,95.5,6,4.0,,,,,
03/18/22,Solid Slab Drawer Front,1,95.5,6,4.0,,,,,
03/18/22,Solid Slab Drawer Front,1,95.25,5.875,3.9,,,,,
03/18/22,Solid Slab Drawer Front,1,95.25,5.875,3.9,,,,,
03/18/22,Solid Slab Drawer Front,1,95.25,5.875,3.9,,,,,
03/21/22,Cope & Stick Door,1,17.75,17.75,2.2,,,,,
03/21/22,Cope & Stick Door,1,17.8125,17.75,2.2,,,,,
03/21/22,Cope & Stick Door,1,17.8125,17.75,2.2,,,,,
03/21/22,Cope & Stick Door,1,17.8125,17.75,2.2,,,,,
03/21/22,Cope & Stick Door,1,17.8125,17.75,2.2,,,,,
03/21/22,Cope & Stick Door,1,17.75,27.1875,3.4,,,,,
03/21/22,Cope & Stick Door,1,17.8125,27.1875,3.4,,,,,
03/21/22,Cope & Stick Door,1,17.8125,27.1875,3.4,,,,,
03/21/22,Cope & Stick Door,1,17.8125,27.1875,3.4,,,,,
03/21/22,Cope & Stick Door,1,17.8125,27.1875,3.4,,,,,
03/21/22,Cope & Stick Door,1,17.75,53.8125,6.6,,,,,
03/21/22,Cope & Stick Door,1,17.8125,53.8125,6.7,,,,,
03/21/22,Cope & Stick Door,1,17.8125,53.8125,6.7,,,,,
03/21/22,Cope & Stick Door,1,17.8125,53.8125,6.7,,,,,
03/21/22,Cope & Stick Door,1,17.8125,53.8125,6.7,,,,,
03/21/22,Cope & Stick Door,1,12.8125,29.375,2.6,,,,,
03/21/22,Cope & Stick Door,1,19,23,3.0,,,,,
03/21/22,Cope & Stick Door,1,18.75,23,3.0,,,,,
03/21/22,Cope & Stick Door,1,18.75,23,3.0,,,,,
03/21/22,Cope & Stick Door,1,16.75,17.875,2.1,,,,,
03/21/22,Cope & Stick Door,1,16.75,17.875,2.1,,,,,
03/21/22,Cope & Stick Door,1,16.75,36,4.2,,,,,
03/21/22,Cope & Stick Door,1,16.75,36,4.2,,,,,
03/21/22,Cope & Stick Door,1,16.75,17.875,2.1,,,,,
03/21/22,Cope & Stick Door,1,16.75,17.875,2.1,,,,,
03/21/22,Cope & Stick Door,1,16.75,36,4.2,,,,,
03/21/22,Cope & Stick Door,1,16.75,36,4.2,,,,,
03/21/22,Cope & Stick Door,1,35.3125,14.625,3.6,,,,,
03/21/22,Cope & Stick Drawer Front,1,19,6.25,0.8,,,,,
03/21/22,Cope & Stick Drawer Front,1,45.6875,14.625,4.6,,,,,
03/21/22,Cope & Stick Drawer Front,1,45.6875,14.625,4.6,,,,,
03/21/22,Cope & Stick Drawer Front,1,18.75,6.25,0.8,,,,,
03/21/22,Cope & Stick Drawer Front,1,18.75,6.25,0.8,,,,,
03/21/22,MDF Door Style Drawer Front,1,36.875,11.9375,3.1,,,,,
03/21/22,MDF Door Style Drawer Front,1,36.875,11.9375,3.1,,,,,
03/21/22,MDF Door End Panels,1,27,96,18.0,,,,,
03/23/22,MDF Door End Panels,1,26.5,30,5.5,,,,,
03/23/22,MDF Door End Panels,1,16.5,30,3.4,,,,,
03/23/22,MDF Door End Panels,1,26.5,30,5.5,,,,,
03/23/22,Cope & Stick Door,1,20.3125,23.875,3.4,,,,,
03/23/22,Cope & Stick Drawer Front,1,20.3125,6.25,0.9,,,,,
03/28/22,Cope & Stick Door,1,18.375,23.875,3.0,,,,,
03/28/22,Cope & Stick Door,1,18.375,23.875,3.0,,,,,
03/28/22,Cope & Stick Door,1,14.875,23.875,2.5,,,,,
03/28/22,Cope & Stick Door,1,14.875,23.875,2.5,,,,,
03/28/22,Cope & Stick Door,1,14.875,23.875,2.5,,,,,
03/28/22,Cope & Stick Door,1,14.875,23.875,2.5,,,,,
03/28/22,Cope & Stick Door,1,14,17.75,1.7,,,,,
03/28/22,Cope & Stick Drawer Front,1,26.3125,6.25,1.1,,,,,
03/28/22,Cope & Stick Drawer Front,1,26.3125,11.875,2.2,,,,,
03/28/22,Cope & Stick Drawer Front,1,26.3125,11.875,2.2,,,,,
03/28/22,Cope & Stick Drawer Front,1,36.875,6.25,1.6,,,,,
03/28/22,Cope & Stick Drawer Front,1,26.3125,6.25,1.1,,,,,
03/28/22,Cope & Stick Drawer Front,1,26.3125,11.875,2.2,,,,,
03/28/22,Cope & Stick Drawer Front,1,26.3125,11.875,2.2,,,,,
03/28/22,Cope & Stick Drawer Front,1,29.8125,6.25,1.3,,,,,
03/28/22,Cope & Stick Drawer Front,1,29.875,6.25,1.3,,,,,
03/28/22,Cope & Stick Drawer Front,1,29.875,11.875,2.5,,,,,
03/28/22,Cope & Stick Drawer Front,1,29.875,11.875,2.5,,,,,
03/28/22,Cope & Stick Drawer Front,1,29.8125,6.25,1.3,,,,,
03/28/22,Cope & Stick End Panel,1,46,35.5,11.3,,,,,
03/28/22,Cope & Stick End Panel,1,46,35.5,11.3,,,,,
03/28/22,Cope & Stick Door,1,10.0625,30.25,2.1,,,,,
03/28/22,Cope & Stick Door,1,15.5,30.25,3.3,,,,,
03/28/22,Cope & Stick Door,1,15.5,30.25,3.3,,,,,
03/28/22,Cope & Stick Door,1,15.3125,23.875,2.5,,,,,
03/28/22,Cope & Stick Door,1,15.3125,23.875,2.5,,,,,
03/28/22,Cope & Stick Door,1,21.875,23.875,3.6,,,,,
03/28/22,Cope & Stick Door,1,18.8125,23.0625,3.0,,,,,
03/28/22,Cope & Stick Door,1,18.8125,23.0625,3.0,,,,,
03/28/22,Cope & Stick Door,1,14.8125,39.875,4.1,,,,,
03/28/22,Cope & Stick Door,1,14.8125,39.875,4.1,,,,,
03/28/22,Cope & Stick Door,1,8.9375,35.75,2.2,,,,,
03/28/22,Cope & Stick Door,1,17.625,49.9375,6.1,,,,,
03/28/22,Cope & Stick Door,1,17.625,49.9375,6.1,,,,,
03/28/22,Cope & Stick Door,1,35.75,18.6875,4.6,,,,,
03/28/22,Cope & Stick Drawer Front,1,25.375,6.25,1.1,,,,,
03/28/22,Cope & Stick Drawer Front,1,25.375,11.875,2.1,,,,,
03/28/22,Cope & Stick Drawer Front,1,25.375,11.875,2.1,,,,,
03/28/22,Cope & Stick Drawer Front,1,25.4375,6.25,1.1,,,,,
03/28/22,Cope & Stick Drawer Front,1,25.4375,11.875,2.1,,,,,
03/28/22,Cope & Stick Drawer Front,1,25.4375,11.875,2.1,,,,,
03/28/22,Cope & Stick Drawer Front,1,14.875,6.25,0.6,,,,,
03/28/22,Cope & Stick Drawer Front,1,14.875,11.875,1.2,,,,,
03/28/22,Cope & Stick Drawer Front,1,14.875,11.875,1.2,,,,,
03/28/22,Cope & Stick Drawer Front,1,30.75,6.25,1.3,,,,,
03/28/22,Cope & Stick Drawer Front,1,14.8125,6.25,0.6,,,,,
03/28/22,Cope & Stick Drawer Front,1,14.8125,11.875,1.2,,,,,
03/28/22,Cope & Stick Drawer Front,1,14.8125,11.875,1.2,,,,,
03/28/22,Cope & Stick Drawer Front,1,21.875,6.25,0.9,,,,,
03/28/22,Cope & Stick Drawer Front,1,29.6875,6.25,1.3,,,,,
03/28/22,Cope & Stick Drawer Front,1,29.6875,11.875,2.4,,,,,
03/28/22,Cope & Stick Drawer Front,1,29.6875,11.875,2.4,,,,,
03/28/22,Cope & Stick Drawer Front,1,29.75,11.875,2.5,,,,,
03/28/22,Solid Slab Drawer Front,1,30.5,6,1.3,,,,,
03/28/22,Solid Slab Drawer Front,1,30.5,6,1.3,,,,,
03/28/22,Solid Slab Drawer Front,1,30.5,6,1.3,,,,,
03/28/22,Solid Slab Drawer Front,1,30.5,6,1.3,,,,,
03/28/22,Solid Slab Drawer Front,1,30.5,6,1.3,,,,,
03/28/22,Solid Slab Drawer Front,1,30.5,6,1.3,,,,,
03/28/22,Solid Slab Drawer Front,1,30.25,5.875,1.2,,,,,
03/28/22,Solid Slab Drawer Front,1,30.25,5.875,1.2,,,,,
03/28/22,Solid Slab Drawer Front,1,30.25,5.875,1.2,,,,,
03/28/22,Solid Slab Drawer Front,1,30.25,5.875,1.2,,,,,
03/28/22,Solid Slab Drawer Front,1,30.5,5.875,1.2,,,,,
03/28/22,Solid Slab Drawer Front,1,30.5,5.875,1.2,,,,,
03/30/22,Cope & Stick Door,1,14.8125,28.5,2.9,,,,,
03/30/22,Cope & Stick Door,1,14.8125,28.5,2.9,,,,,
03/30/22,Cope & Stick Door,1,14.8125,28.5,2.9,,,,,
03/30/22,Cope & Stick Door,1,14.8125,28.5,2.9,,,,,
03/30/22,Cope & Stick Door,1,23.8125,30.25,5.0,,,,,
03/30/22,Cope & Stick Door,1,14,17.75,1.7,,,,,
03/30/22,Cope & Stick Drawer Front,1,23.8125,11.875,2.0,,,,,
03/30/22,Cope & Stick Drawer Front,1,23.8125,11.875,2.0,,,,,
03/30/22,Cope & Stick Drawer Front,1,35.8125,11.875,3.0,,,,,
03/30/22,Cope & Stick Drawer Front,1,35.8125,11.875,3.0,,,,,
03/30/22,Cope & Stick Door,1,12.84375,23.875,2.1,,,,,
03/30/22,Cope & Stick Door,1,12.84375,23.875,2.1,,,,,
03/30/22,Cope & Stick Door,1,12.84375,23.875,2.1,,,,,
03/30/22,Cope & Stick Door,1,12.84375,23.875,2.1,,,,,
03/30/22,Cope & Stick Door,1,14,17.75,1.7,,,,,
03/30/22,Cope & Stick Drawer Front,1,25.8125,6.25,1.1,,,,,
03/30/22,Cope & Stick Drawer Front,1,13.875,6.25,0.6,,,,,
03/30/22,Cope & Stick Drawer Front,1,13.875,7.875,0.8,,,,,
03/30/22,Cope & Stick Drawer Front,1,13.875,7.875,0.8,,,,,
03/30/22,Cope & Stick Drawer Front,1,13.875,7.875,0.8,,,,,
03/30/22,Cope & Stick Drawer Front,1,25.8125,6.25,1.1,,,,,
02/01/23,Solid Slab Drawer Front,1,64.5,6,2.7,,,,,
02/01/23,Solid Slab Drawer Front,1,29.5,6,1.2,,,,,
02/01/23,Solid Slab Drawer Front,1,64.5,5.875,2.6,,,,,
02/01/23,Solid Slab Drawer Front,1,29.375,5.875,1.2,,,,,
02/01/23,Solid Slab Drawer Front,1,29.375,5.875,1.2,,,,,
02/01/23,Solid Slab Drawer Front,1,29.375,5.875,1.2,,,,,
02/01/23,Cope & Stick End Panel,1,35.5,32.5,8.0,,,,,
02/01/23,Cope & Stick End Panel,1,35.5,32.5,8.0,,,,,
02/01/23,Cope & Stick End Panel,1,35.5,91,22.4,,,,,
02/01/23,Cope & Stick End Panel,1,26,101.5,18.3,,,,,
02/01/23,Cope & Stick End Panel,1,16,46.5,5.2,,,,,
02/01/23,Cope & Stick End Panel,1,16,46.5,5.2,,,,,
02/01/23,Cope & Stick End Panel,1,16,46.5,5.2,,,,,
02/01/23,Cope & Stick End Panel,1,24.5,29.5,5.0,,,,,
02/01/23,Solid Slab Drawer Front,1,4,6,0.2,,,,,
02/01/23,Solid Slab Drawer Front,1,65.5,6,2.7,,,,,
02/01/23,Solid Slab Drawer Front,1,46.25,6,1.9,,,,,
02/01/23,Solid Slab Drawer Front,1,3.75,5.875,0.2,,,,,
02/01/23,Solid Slab Drawer Front,1,65.5,5.875,2.7,,,,,
02/01/23,Solid Slab Drawer Front,1,46,5.875,1.9,,,,,
02/01/23,Cope & Stick End Panel,1,26,29.375,5.3,,,,,
02/01/23,Cope & Stick End Panel,1,16,65.375,7.3,,,,,
